"Time","Status","Age","Transport","Independence_Level","Independence","Extraversion_Level","Extraversion","Selfcontrol_level","Selfcontrol","Anxiety_Level","Anxiety","Turnover","Industry_HighT_Group","PowerIndustry","Profession_Group","Risk_Group","Risk_Group2","RiskGroup_Profession_Industry","RiskGroup_Age_Anxiety"
"571",4.862422998,FALSE,"<=35","car",4.1,"Independent",5.4,"Introverted",5.7," NO Selfcontrol",7.1,"Anxious",0,"manufacture","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"572",13.73305955,FALSE,"<=35","bus",3.4,"No independent",6.2,"Extraverted",4.9," NO Selfcontrol",7.9,"Anxious",0,"manufacture","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"573",51.94250513,FALSE,"<=35","car",4.8,"Independent",6.2,"Extraverted",4.9," NO Selfcontrol",5.6," NO Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"574",22.57084189,TRUE,"<=35","bus",3.4,"No independent",7.8,"Extraverted",4.9," NO Selfcontrol",5.6," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"575",19.44969199,FALSE,"<=35","bus",2.6,"No independent",7,"Extraverted",4.1," NO Selfcontrol",8.7,"Anxious",0,"etc","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"576",73.98767967,FALSE,"<=35","car",6.2,"Independent",7,"Extraverted",3.3," NO Selfcontrol",6.3,"Anxious",0,"others","MOE","IT","High Risk","Medium Risk","Medium Risk","High Risk"
"577",8.739219713,FALSE,"<=35","bus",7.6,"Independent",9.4,"Extraverted",1," NO Selfcontrol",4," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"578",48.45995893,TRUE,"<=35","bus",2.6,"No independent",7,"Extraverted",7.2,"Selfcontrol",4.8," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"579",14.85010267,TRUE,"<=35","bus",3.4,"No independent",3.8,"Introverted",8,"Selfcontrol",6.3,"Anxious",1,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"580",63.54004107,TRUE,"<=35","car",5.5,"Independent",3.8,"Introverted",3.3," NO Selfcontrol",9.4,"Anxious",1,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"581",49.31416838,TRUE,">35","bus",8.4,"Independent",5.4,"Introverted",6.4,"Selfcontrol",5.6," NO Anxious",1,"Consult","BCA","Others","Low Risk","Low Risk","Low Risk","Low Risk"
"582",13.27310062,TRUE,"<=35","car",4.8,"Independent",6.2,"Extraverted",4.1," NO Selfcontrol",5.6," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"583",17.83983573,TRUE,">35","car",7.6,"Independent",6.2,"Extraverted",4.1," NO Selfcontrol",2.5," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"584",114.1355236,TRUE,">35","bus",3.4,"No independent",3.8,"Introverted",9.5,"Selfcontrol",7.1,"Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"585",8.147843943,FALSE,">35","bus",8.4,"Independent",3.8,"Introverted",2.6," NO Selfcontrol",4.8," NO Anxious",0,"Banks","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"586",8.082135524,TRUE,"<=35","car",6.9,"Independent",7.8,"Extraverted",2.6," NO Selfcontrol",4.8," NO Anxious",1,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"587",26.94045175,TRUE,">35","car",6.2,"Independent",3.8,"Introverted",4.9," NO Selfcontrol",6.3,"Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"588",1.478439425,TRUE,"<=35","bus",3.4,"No independent",6.2,"Extraverted",6.4,"Selfcontrol",8.7,"Anxious",1,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"589",94.81724846,FALSE,"<=35","bus",4.1,"Independent",6.2,"Extraverted",4.1," NO Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"590",12.78028747,TRUE,"<=35","bus",4.8,"Independent",8.6,"Extraverted",4.1," NO Selfcontrol",6.3,"Anxious",1,"etc","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"591",19.87679671,TRUE,"<=35","car",6.2,"Independent",6.2,"Extraverted",4.9," NO Selfcontrol",4.8," NO Anxious",1,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"592",34.82546201,FALSE,"<=35","bus",2.6,"No independent",10,"Extraverted",4.1," NO Selfcontrol",5.6," NO Anxious",0,"etc","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"593",96.72279261,TRUE,"<=35","car",7.6,"Independent",6.2,"Extraverted",4.9," NO Selfcontrol",4.8," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"594",12.12320329,TRUE,">35","foot",6.9,"Independent",3.8,"Introverted",5.7," NO Selfcontrol",5.6," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"595",10.64476386,TRUE,"<=35","bus",4.1,"Independent",7,"Extraverted",2.6," NO Selfcontrol",8.7,"Anxious",1,"others","MOE","IT","High Risk","Medium Risk","Medium Risk","High Risk"
"596",4.402464066,FALSE,">35","foot",6.2,"Independent",7,"Extraverted",4.1," NO Selfcontrol",6.3,"Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"597",2.36550308,FALSE,"<=35","bus",6.9,"Independent",7,"Extraverted",2.6," NO Selfcontrol",4," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"598",17.51129363,FALSE,">35","bus",4.1,"Independent",4.6,"Introverted",4.9," NO Selfcontrol",5.6," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"599",17.51129363,FALSE,">35","bus",4.8,"Independent",6.2,"Extraverted",5.7," NO Selfcontrol",4," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"600",18.16837782,FALSE,"<=35","bus",4.8,"Independent",5.4,"Introverted",4.9," NO Selfcontrol",7.1,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"601",18.16837782,FALSE,"<=35","bus",1.9,"No independent",4.6,"Introverted",8,"Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"602",10.38193018,FALSE,"<=35","car",1,"No independent",6.2,"Extraverted",7.2,"Selfcontrol",4.8," NO Anxious",0,"etc","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"603",7.852156057,FALSE,"<=35","bus",7.6,"Independent",4.6,"Introverted",8,"Selfcontrol",5.6," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"604",84.04106776,FALSE,"<=35","bus",5.5,"Independent",2.2,"Introverted",7.2,"Selfcontrol",4.8," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"605",8.213552361,FALSE,"<=35","bus",6.2,"Independent",6.2,"Extraverted",6.4,"Selfcontrol",3.3," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"606",9.593429158,TRUE,"<=35","bus",7.6,"Independent",7.8,"Extraverted",3.3," NO Selfcontrol",2.5," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"607",43.92607803,TRUE,"<=35","bus",4.8,"Independent",6.2,"Extraverted",2.6," NO Selfcontrol",5.6," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"608",82.75975359,FALSE,"<=35","foot",6.9,"Independent",3.8,"Introverted",5.7," NO Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"609",27.92607803,FALSE,"<=35","bus",4.1,"Independent",7,"Extraverted",5.7," NO Selfcontrol",5.6," NO Anxious",0,"Consult","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"610",3.811088296,TRUE,"<=35","bus",4.8,"Independent",7,"Extraverted",7.2,"Selfcontrol",4.8," NO Anxious",1,"etc","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"611",48.09856263,TRUE,"<=35","bus",4.1,"Independent",7,"Extraverted",5.7," NO Selfcontrol",6.3,"Anxious",1,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"612",8.640657084,TRUE,"<=35","bus",2.6,"No independent",7,"Extraverted",6.4,"Selfcontrol",7.9,"Anxious",1,"others","MOE","IT","High Risk","Medium Risk","Medium Risk","High Risk"
"613",30.68583162,FALSE,">35","bus",6.9,"Independent",5.4,"Introverted",5.7," NO Selfcontrol",5.6," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"614",26.34907598,FALSE,">35","bus",8.4,"Independent",3.8,"Introverted",5.7," NO Selfcontrol",6.3,"Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"615",18.13552361,FALSE,"<=35","bus",5.5,"Independent",7,"Extraverted",4.1," NO Selfcontrol",4.8," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"616",7.227926078,FALSE,"<=35","bus",6.2,"Independent",7.8,"Extraverted",3.3," NO Selfcontrol",7.1,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"617",23.2936345,TRUE,"<=35","car",6.2,"Independent",6.2,"Extraverted",7.2,"Selfcontrol",3.3," NO Anxious",1,"Consult","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"618",100.238193,FALSE,"<=35","car",5.5,"Independent",5.4,"Introverted",5.7," NO Selfcontrol",4.8," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"619",36.00821355,FALSE,">35","car",4.8,"Independent",4.6,"Introverted",4.9," NO Selfcontrol",8.7,"Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"620",19.18685832,TRUE,"<=35","bus",4.8,"Independent",7,"Extraverted",5.7," NO Selfcontrol",4.8," NO Anxious",1,"Consult","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"621",43.95893224,FALSE,">35","bus",7.6,"Independent",7.8,"Extraverted",2.6," NO Selfcontrol",5.6," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"622",90.15195072,FALSE,"<=35","bus",6.9,"Independent",9.4,"Extraverted",2.6," NO Selfcontrol",3.3," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"623",22.24229979,TRUE,"<=35","car",4.1,"Independent",7.8,"Extraverted",2.6," NO Selfcontrol",4.8," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"624",33.57700205,FALSE,"<=35","bus",6.2,"Independent",6.2,"Extraverted",4.9," NO Selfcontrol",3.3," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"625",5.94661191,FALSE,">35","car",4.8,"Independent",7,"Extraverted",4.1," NO Selfcontrol",7.1,"Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"626",19.74537988,FALSE,"<=35","bus",6.9,"Independent",5.4,"Introverted",4.1," NO Selfcontrol",4.8," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"627",26.02053388,TRUE,"<=35","car",7.6,"Independent",2.2,"Introverted",5.7," NO Selfcontrol",7.9,"Anxious",1,"others","MOE","IT","High Risk","Medium Risk","Medium Risk","High Risk"
"628",25.36344969,FALSE,"<=35","car",6.9,"Independent",6.2,"Extraverted",5.7," NO Selfcontrol",4.8," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"629",41.69199179,TRUE,">35","car",4.8,"Independent",8.6,"Extraverted",1.8," NO Selfcontrol",7.1,"Anxious",1,"manufacture","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"630",23.55646817,TRUE,"<=35","bus",6.9,"Independent",5.4,"Introverted",7.2,"Selfcontrol",7.9,"Anxious",1,"etc","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"631",80.49281314,TRUE,"<=35","bus",6.2,"Independent",6.2,"Extraverted",5.7," NO Selfcontrol",3.3," NO Anxious",1,"Consult","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"632",22.01232033,FALSE,">35","bus",8.4,"Independent",3,"Introverted",5.7," NO Selfcontrol",5.6," NO Anxious",0,"manufacture","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"633",42.38193018,TRUE,"<=35","bus",6.9,"Independent",9.4,"Extraverted",3.3," NO Selfcontrol",3.3," NO Anxious",1,"Consult","BCA","Others","Low Risk","Low Risk","Low Risk","Low Risk"
"634",33.41273101,FALSE,"<=35","bus",2.6,"No independent",4.6,"Introverted",6.4,"Selfcontrol",8.7,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"635",64.52566735,FALSE,"<=35","foot",4.1,"Independent",7.8,"Extraverted",6.4,"Selfcontrol",4," NO Anxious",0,"etc","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"636",3.482546201,TRUE,">35","bus",6.9,"Independent",6.2,"Extraverted",5.7," NO Selfcontrol",6.3,"Anxious",1,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"637",88.83778234,TRUE,"<=35","car",6.9,"Independent",4.6,"Introverted",4.9," NO Selfcontrol",4," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"638",110.4887064,FALSE,"<=35","bus",1.9,"No independent",10,"Extraverted",2.6," NO Selfcontrol",7.1,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"639",14.06160164,FALSE,">35","bus",6.2,"Independent",4.6,"Introverted",4.9," NO Selfcontrol",5.6," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"640",11.99178645,TRUE,"<=35","bus",4.1,"Independent",6.2,"Extraverted",5.7," NO Selfcontrol",5.6," NO Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"641",101.5195072,FALSE,"<=35","bus",7.6,"Independent",4.6,"Introverted",4.1," NO Selfcontrol",4.8," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"642",179.449692,FALSE,"<=35","bus",4.8,"Independent",7,"Extraverted",2.6," NO Selfcontrol",5.6," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"643",12.38603696,FALSE,"<=35","bus",6.9,"Independent",5.4,"Introverted",5.7," NO Selfcontrol",5.6," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"644",24.90349076,FALSE,"<=35","bus",7.6,"Independent",3.8,"Introverted",8,"Selfcontrol",4.8," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"645",61.99589322,FALSE,"<=35","car",4.8,"Independent",5.4,"Introverted",8.7,"Selfcontrol",5.6," NO Anxious",0,"Banks","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"646",24.47638604,FALSE,"<=35","bus",5.5,"Independent",8.6,"Extraverted",4.9," NO Selfcontrol",3.3," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"647",63.70431211,FALSE,">35","foot",6.9,"Independent",6.2,"Extraverted",3.3," NO Selfcontrol",7.1,"Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"648",5.388090349,TRUE,">35","car",4.1,"Independent",1.4,"Introverted",7.2,"Selfcontrol",6.3,"Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"649",64.75564682,FALSE,"<=35","foot",6.2,"Independent",7,"Extraverted",7.2,"Selfcontrol",2.5," NO Anxious",0,"Consult","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"650",64.75564682,FALSE,"<=35","foot",6.9,"Independent",8.6,"Extraverted",5.7," NO Selfcontrol",3.3," NO Anxious",0,"Consult","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"651",2.694045175,FALSE,"<=35","bus",5.5,"Independent",7,"Extraverted",8,"Selfcontrol",5.6," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"652",2.39835729,FALSE,"<=35","car",2.6,"No independent",6.2,"Extraverted",5.7," NO Selfcontrol",5.6," NO Anxious",0,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"653",26.87474333,TRUE,"<=35","bus",4.1,"Independent",8.6,"Extraverted",4.9," NO Selfcontrol",5.6," NO Anxious",1,"Consult","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"654",144.7556468,FALSE,"<=35","car",9.1,"Independent",5.4,"Introverted",3.3," NO Selfcontrol",4.8," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"655",45.30595483,TRUE,"<=35","bus",1.9,"No independent",7,"Extraverted",9.5,"Selfcontrol",5.6," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"656",45.30595483,TRUE,"<=35","bus",2.6,"No independent",6.2,"Extraverted",8.7,"Selfcontrol",6.3,"Anxious",1,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"657",45.30595483,TRUE,"<=35","bus",2.6,"No independent",5.4,"Introverted",10,"Selfcontrol",3.3," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"658",45.30595483,TRUE,"<=35","bus",5.5,"Independent",4.6,"Introverted",10,"Selfcontrol",2.5," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"659",6.078028747,FALSE,"<=35","bus",5.5,"Independent",5.4,"Introverted",7.2,"Selfcontrol",5.6," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"660",22.63655031,TRUE,">35","bus",1.9,"No independent",7.8,"Extraverted",4.1," NO Selfcontrol",7.1,"Anxious",1,"others","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"661",96.59137577,FALSE,">35","bus",8.4,"Independent",4.6,"Introverted",4.9," NO Selfcontrol",7.9,"Anxious",0,"etc","MOE","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"662",10.90759754,TRUE,"<=35","car",5.5,"Independent",7.8,"Extraverted",4.9," NO Selfcontrol",6.3,"Anxious",1,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"663",16.95277207,FALSE,">35","foot",1.9,"No independent",7,"Extraverted",9.5,"Selfcontrol",5.6," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"664",16.95277207,FALSE,">35","foot",2.6,"No independent",6.2,"Extraverted",8.7,"Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"665",16.95277207,FALSE,">35","foot",2.6,"No independent",5.4,"Introverted",10,"Selfcontrol",3.3," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"666",16.95277207,FALSE,">35","foot",5.5,"Independent",4.6,"Introverted",10,"Selfcontrol",2.5," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"667",61.2073922,FALSE,"<=35","bus",6.2,"Independent",6.2,"Extraverted",3.3," NO Selfcontrol",6.3,"Anxious",0,"etc","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"668",9.264887064,TRUE,"<=35","bus",5.5,"Independent",7,"Extraverted",3.3," NO Selfcontrol",4.8," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"669",81.64271047,FALSE,"<=35","bus",5.5,"Independent",4.6,"Introverted",7.2,"Selfcontrol",3.3," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"670",81.64271047,FALSE,"<=35","bus",5.5,"Independent",4.6,"Introverted",7.2,"Selfcontrol",4.8," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"671",55.95071869,FALSE,">35","foot",8.4,"Independent",3.8,"Introverted",8,"Selfcontrol",4," NO Anxious",0,"etc","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"672",55.95071869,FALSE,">35","foot",9.1,"Independent",4.6,"Introverted",4.9," NO Selfcontrol",3.3," NO Anxious",0,"etc","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"673",49.7412731,FALSE,">35","car",6.9,"Independent",1.4,"Introverted",9.5,"Selfcontrol",6.3,"Anxious",0,"IT","IT","Others","Low Risk","Medium Risk","Medium Risk","Low Risk"
"674",57.10061602,FALSE,"<=35","car",6.9,"Independent",4.6,"Introverted",4.9," NO Selfcontrol",5.6," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"675",163.7782341,FALSE,"<=35","car",6.2,"Independent",4.6,"Introverted",8,"Selfcontrol",7.1,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"676",163.7782341,FALSE,"<=35","car",7.6,"Independent",5.4,"Introverted",5.7," NO Selfcontrol",7.1,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"677",54.01232033,TRUE,">35","bus",4.8,"Independent",7.8,"Extraverted",2.6," NO Selfcontrol",5.6," NO Anxious",1,"IT","IT","IT","Low Risk","High Risk","High Risk","Low Risk"
"678",23.75359343,FALSE,"<=35","bus",6.9,"Independent",3.8,"Introverted",7.2,"Selfcontrol",5.6," NO Anxious",0,"Banks","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"679",1.412731006,TRUE,"<=35","bus",4.1,"Independent",4.6,"Introverted",6.4,"Selfcontrol",4.8," NO Anxious",1,"Banks","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"680",59.89322382,TRUE,"<=35","car",6.9,"Independent",6.2,"Extraverted",4.1," NO Selfcontrol",5.6," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"681",27.4661191,FALSE,"<=35","foot",5.5,"Independent",5.4,"Introverted",3.3," NO Selfcontrol",7.9,"Anxious",0,"Consult","BCA","Others","High Risk","Low Risk","Low Risk","High Risk"
"682",89.19917864,TRUE,"<=35","bus",5.5,"Independent",7.8,"Extraverted",2.6," NO Selfcontrol",7.1,"Anxious",1,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"683",47.21149897,FALSE,"<=35","car",4.8,"Independent",7,"Extraverted",6.4,"Selfcontrol",4," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"684",21.48665298,FALSE,"<=35","bus",7.6,"Independent",5.4,"Introverted",6.4,"Selfcontrol",4," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"685",8.344969199,FALSE,"<=35","bus",6.9,"Independent",5.4,"Introverted",7.2,"Selfcontrol",7.9,"Anxious",0,"etc","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"686",48.19712526,FALSE,">35","bus",7.6,"Independent",3,"Introverted",9.5,"Selfcontrol",3.3," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"687",48.19712526,FALSE,">35","bus",7.6,"Independent",3,"Introverted",8,"Selfcontrol",4," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"688",42.18480493,FALSE,"<=35","bus",2.6,"No independent",3,"Introverted",6.4,"Selfcontrol",7.1,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"689",42.18480493,FALSE,"<=35","bus",5.5,"Independent",3,"Introverted",4.1," NO Selfcontrol",7.1,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"690",39.22792608,TRUE,">35","car",6.9,"Independent",6.2,"Extraverted",4.1," NO Selfcontrol",6.3,"Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"691",39.22792608,TRUE,">35","car",9.1,"Independent",3.8,"Introverted",4.9," NO Selfcontrol",5.6," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"692",39.22792608,TRUE,">35","car",6.9,"Independent",6.2,"Extraverted",4.1," NO Selfcontrol",6.3,"Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"693",39.22792608,TRUE,">35","car",9.1,"Independent",3.8,"Introverted",4.9," NO Selfcontrol",5.6," NO Anxious",1,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"694",43.69609856,FALSE,">35","bus",6.9,"Independent",5.4,"Introverted",5.7," NO Selfcontrol",5.6," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"695",14.22587269,FALSE,"<=35","bus",6.2,"Independent",6.2,"Extraverted",5.7," NO Selfcontrol",3.3," NO Anxious",0,"IT","IT","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"696",33.90554415,FALSE,"<=35","bus",4.1,"Independent",6.2,"Extraverted",8,"Selfcontrol",4," NO Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"697",70.34086242,FALSE,"<=35","bus",7.6,"Independent",1.4,"Introverted",8,"Selfcontrol",5.6," NO Anxious",0,"manufacture","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"698",39.88501027,FALSE,"<=35","bus",2.6,"No independent",8.6,"Extraverted",6.4,"Selfcontrol",6.3,"Anxious",0,"etc","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"699",144.5913758,TRUE,"<=35","bus",2.6,"No independent",8.6,"Extraverted",4.9," NO Selfcontrol",7.1,"Anxious",1,"others","MOE","Others","High Risk","Medium Risk","Medium Risk","High Risk"
"700",15.17864476,FALSE,">35","foot",6.9,"Independent",3.8,"Introverted",8,"Selfcontrol",6.3,"Anxious",0,"others","MOE","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
"701",57.65913758,FALSE,"<=35","car",6.2,"Independent",7.8,"Extraverted",6.4,"Selfcontrol",7.9,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"702",57.65913758,FALSE,"<=35","car",3.4,"No independent",3.8,"Introverted",5.7," NO Selfcontrol",8.7,"Anxious",0,"others","MOE","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"703",47.96714579,TRUE,"<=35","bus",6.2,"Independent",7,"Extraverted",1," NO Selfcontrol",9.4,"Anxious",1,"Banks","BCA","HR","High Risk","Medium Risk","Medium Risk","High Risk"
"704",42.25051335,TRUE,"<=35","bus",6.2,"Independent",6.2,"Extraverted",4.1," NO Selfcontrol",2.5," NO Anxious",1,"Banks","BCA","HR","Low Risk","Medium Risk","Medium Risk","Low Risk"
